p_value,facility_names,total_distance,lat,lon
18,세경3차,2850.252305,37.88591146,127.7449192
18,한성 한진,2850.252305,37.85883842,127.7220109
18,석사부영,2850.252305,37.86906165,127.7550316
18,퇴계주공1단지,2850.252305,37.85938654,127.7366718
18,칠전대우2차,2850.252305,37.84061322,127.7113229
18,"거두부영1,2단지(분양)",2850.252305,37.85503981,127.7535718
18,한일유엔아이,2850.252305,37.87993261,127.7631796
18,롯데인벤스우두파크,2850.252305,37.90052658,127.7314281
18,퇴계주공10차뜨란채,2850.252305,37.84900177,127.7451177
18,근화신성미소지움,2850.252305,37.87187295,127.7189306
18,사농현대,2850.252305,37.91242932,127.7237814
18,두산위브,2850.252305,37.88845623,127.7557302
18,이편한세상,2850.252305,37.88541523,127.7254304
18,장학해온채아파트,2850.252305,37.89761495,127.7523436
18,현진에버빌3차,2850.252305,37.87444532,127.7306184
18,일성트루엘더퍼스트,2850.252305,37.87712147,127.7458565
18,파크자이,2850.252305,37.86649064,127.7077562
18,우두lh2단지,2850.252305,37.91074641,127.7352604
19,후평주공4차,2830.321824,37.87615389,127.7557984
19,세경3차,2830.321824,37.88591146,127.7449192
19,한성 한진,2830.321824,37.85883842,127.7220109
19,그랜드,2830.321824,37.8671591,127.7568638
19,퇴계주공1단지,2830.321824,37.85938654,127.7366718
19,칠전대우2차,2830.321824,37.84061322,127.7113229
19,"거두부영1,2단지(분양)",2830.321824,37.85503981,127.7535718
19,한일유엔아이,2830.321824,37.87993261,127.7631796
19,롯데인벤스우두파크,2830.321824,37.90052658,127.7314281
19,퇴계주공10차뜨란채,2830.321824,37.84900177,127.7451177
19,근화신성미소지움,2830.321824,37.87187295,127.7189306
19,사농현대,2830.321824,37.91242932,127.7237814
19,두산위브,2830.321824,37.88845623,127.7557302
19,이편한세상,2830.321824,37.88541523,127.7254304
19,장학해온채아파트,2830.321824,37.89761495,127.7523436
19,현진에버빌3차,2830.321824,37.87444532,127.7306184
19,일성트루엘더퍼스트,2830.321824,37.87712147,127.7458565
19,파크자이,2830.321824,37.86649064,127.7077562
19,우두lh2단지,2830.321824,37.91074641,127.7352604
20,후평주공4차,2813.265905,37.87615389,127.7557984
20,세경3차,2813.265905,37.88591146,127.7449192
20,한성 한진,2813.265905,37.85883842,127.7220109
20,그랜드,2813.265905,37.8671591,127.7568638
20,퇴계주공4단지,2813.265905,37.85554301,127.7446165
20,퇴계주공1단지,2813.265905,37.85938654,127.7366718
20,칠전대우2차,2813.265905,37.84061322,127.7113229
20,"거두부영1,2단지(분양)",2813.265905,37.85503981,127.7535718
20,퇴계주공7단지,2813.265905,37.84749016,127.7426549
20,한일유엔아이,2813.265905,37.87993261,127.7631796
20,롯데인벤스우두파크,2813.265905,37.90052658,127.7314281
20,근화신성미소지움,2813.265905,37.87187295,127.7189306
20,사농현대,2813.265905,37.91242932,127.7237814
20,두산위브,2813.265905,37.88845623,127.7557302
20,이편한세상,2813.265905,37.88541523,127.7254304
20,장학해온채아파트,2813.265905,37.89761495,127.7523436
20,현진에버빌3차,2813.265905,37.87444532,127.7306184
20,일성트루엘더퍼스트,2813.265905,37.87712147,127.7458565
20,파크자이,2813.265905,37.86649064,127.7077562
20,우두lh2단지,2813.265905,37.91074641,127.7352604
21,후평주공4차,2795.162321,37.87615389,127.7557984
21,주공8차(효자영구임대),2795.162321,37.86394816,127.7390557
21,세경3차,2795.162321,37.88591146,127.7449192
21,한성 한진,2795.162321,37.85883842,127.7220109
21,그랜드,2795.162321,37.8671591,127.7568638
21,석사현대3차,2795.162321,37.85549795,127.7407764
21,칠전대우2차,2795.162321,37.84061322,127.7113229
21,"거두부영1,2단지(분양)",2795.162321,37.85503981,127.7535718
21,퇴계주공7단지,2795.162321,37.84749016,127.7426549
21,한일유엔아이,2795.162321,37.87993261,127.7631796
21,롯데인벤스우두파크,2795.162321,37.90052658,127.7314281
21,대우이안,2795.162321,37.85827265,127.7312201
21,근화신성미소지움,2795.162321,37.87187295,127.7189306
21,사농현대,2795.162321,37.91242932,127.7237814
21,두산위브,2795.162321,37.88845623,127.7557302
21,이편한세상,2795.162321,37.88541523,127.7254304
21,장학해온채아파트,2795.162321,37.89761495,127.7523436
21,현진에버빌3차,2795.162321,37.87444532,127.7306184
21,일성트루엘더퍼스트,2795.162321,37.87712147,127.7458565
21,파크자이,2795.162321,37.86649064,127.7077562
21,우두lh2단지,2795.162321,37.91074641,127.7352604
22,후평주공4차,2783.508147,37.87615389,127.7557984
22,주공8차(효자영구임대),2783.508147,37.86394816,127.7390557
22,세경3차,2783.508147,37.88591146,127.7449192
22,퇴계 금호2차(퇴계금호타운),2783.508147,37.84996907,127.7365734
22,한성 한진,2783.508147,37.85883842,127.7220109
22,그랜드,2783.508147,37.8671591,127.7568638
22,퇴계주공4단지,2783.508147,37.85554301,127.7446165
22,칠전대우2차,2783.508147,37.84061322,127.7113229
22,"거두부영1,2단지(분양)",2783.508147,37.85503981,127.7535718
22,한일유엔아이,2783.508147,37.87993261,127.7631796
22,롯데인벤스우두파크,2783.508147,37.90052658,127.7314281
22,퇴계주공10차뜨란채,2783.508147,37.84900177,127.7451177
22,대우이안,2783.508147,37.85827265,127.7312201
22,근화신성미소지움,2783.508147,37.87187295,127.7189306
22,사농현대,2783.508147,37.91242932,127.7237814
22,두산위브,2783.508147,37.88845623,127.7557302
22,이편한세상,2783.508147,37.88541523,127.7254304
22,장학해온채아파트,2783.508147,37.89761495,127.7523436
22,현진에버빌3차,2783.508147,37.87444532,127.7306184
22,일성트루엘더퍼스트,2783.508147,37.87712147,127.7458565
22,파크자이,2783.508147,37.86649064,127.7077562
22,우두lh2단지,2783.508147,37.91074641,127.7352604
23,후평주공4차,2775.314279,37.87615389,127.7557984
23,주공8차(효자영구임대),2775.314279,37.86394816,127.7390557
23,세경3차,2775.314279,37.88591146,127.7449192
23,퇴계 금호2차(퇴계금호타운),2775.314279,37.84996907,127.7365734
23,한성 한진,2775.314279,37.85883842,127.7220109
23,그랜드,2775.314279,37.8671591,127.7568638
23,퇴계주공4단지,2775.314279,37.85554301,127.7446165
23,칠전대우2차,2775.314279,37.84061322,127.7113229
23,"거두부영1,2단지(분양)",2775.314279,37.85503981,127.7535718
23,한일유엔아이,2775.314279,37.87993261,127.7631796
23,롯데인벤스우두파크,2775.314279,37.90052658,127.7314281
23,퇴계주공10차뜨란채,2775.314279,37.84900177,127.7451177
23,대우이안,2775.314279,37.85827265,127.7312201
23,근화신성미소지움,2775.314279,37.87187295,127.7189306
23,춘천더샾,2775.314279,37.88015323,127.7490846
23,사농현대,2775.314279,37.91242932,127.7237814
23,두산위브,2775.314279,37.88845623,127.7557302
23,이편한세상,2775.314279,37.88541523,127.7254304
23,장학해온채아파트,2775.314279,37.89761495,127.7523436
23,현진에버빌3차,2775.314279,37.87444532,127.7306184
23,일성트루엘더퍼스트,2775.314279,37.87712147,127.7458565
23,파크자이,2775.314279,37.86649064,127.7077562
23,우두lh2단지,2775.314279,37.91074641,127.7352604
24,후평주공4차,2768.461407,37.87615389,127.7557984
24,주공8차(효자영구임대),2768.461407,37.86394816,127.7390557
24,세경3차,2768.461407,37.88591146,127.7449192
24,퇴계 금호2차(퇴계금호타운),2768.461407,37.84996907,127.7365734
24,한성 한진,2768.461407,37.85883842,127.7220109
24,그랜드,2768.461407,37.8671591,127.7568638
24,퇴계주공4단지,2768.461407,37.85554301,127.7446165
24,퇴계주공1단지,2768.461407,37.85938654,127.7366718
24,칠전대우2차,2768.461407,37.84061322,127.7113229
24,"거두부영1,2단지(분양)",2768.461407,37.85503981,127.7535718
24,한일유엔아이,2768.461407,37.87993261,127.7631796
24,롯데인벤스우두파크,2768.461407,37.90052658,127.7314281
24,퇴계주공10차뜨란채,2768.461407,37.84900177,127.7451177
24,대우이안,2768.461407,37.85827265,127.7312201
24,근화신성미소지움,2768.461407,37.87187295,127.7189306
24,춘천더샾,2768.461407,37.88015323,127.7490846
24,사농현대,2768.461407,37.91242932,127.7237814
24,두산위브,2768.461407,37.88845623,127.7557302
24,이편한세상,2768.461407,37.88541523,127.7254304
24,장학해온채아파트,2768.461407,37.89761495,127.7523436
24,현진에버빌3차,2768.461407,37.87444532,127.7306184
24,일성트루엘더퍼스트,2768.461407,37.87712147,127.7458565
24,파크자이,2768.461407,37.86649064,127.7077562
24,우두lh2단지,2768.461407,37.91074641,127.7352604
25,후평주공4차,2761.801305,37.87615389,127.7557984
25,주공8차(효자영구임대),2761.801305,37.86394816,127.7390557
25,세경3차,2761.801305,37.88591146,127.7449192
25,럭키,2761.801305,37.86544484,127.7162332
25,퇴계 금호2차(퇴계금호타운),2761.801305,37.84996907,127.7365734
25,한성 한진,2761.801305,37.85883842,127.7220109
25,그랜드,2761.801305,37.8671591,127.7568638
25,퇴계주공4단지,2761.801305,37.85554301,127.7446165
25,퇴계주공1단지,2761.801305,37.85938654,127.7366718
25,칠전대우2차,2761.801305,37.84061322,127.7113229
25,"거두부영1,2단지(분양)",2761.801305,37.85503981,127.7535718
25,한일유엔아이,2761.801305,37.87993261,127.7631796
25,롯데인벤스우두파크,2761.801305,37.90052658,127.7314281
25,퇴계주공10차뜨란채,2761.801305,37.84900177,127.7451177
25,대우이안,2761.801305,37.85827265,127.7312201
25,근화신성미소지움,2761.801305,37.87187295,127.7189306
25,춘천더샾,2761.801305,37.88015323,127.7490846
25,사농현대,2761.801305,37.91242932,127.7237814
25,두산위브,2761.801305,37.88845623,127.7557302
25,이편한세상,2761.801305,37.88541523,127.7254304
25,장학해온채아파트,2761.801305,37.89761495,127.7523436
25,현진에버빌3차,2761.801305,37.87444532,127.7306184
25,일성트루엘더퍼스트,2761.801305,37.87712147,127.7458565
25,파크자이,2761.801305,37.86649064,127.7077562
25,우두lh2단지,2761.801305,37.91074641,127.7352604
26,후평주공4차,2756.3867,37.87615389,127.7557984
26,한신,2756.3867,37.87314449,127.7505217
26,주공8차(효자영구임대),2756.3867,37.86394816,127.7390557
26,세경3차,2756.3867,37.88591146,127.7449192
26,럭키,2756.3867,37.86544484,127.7162332
26,퇴계 금호2차(퇴계금호타운),2756.3867,37.84996907,127.7365734
26,한성 한진,2756.3867,37.85883842,127.7220109
26,그랜드,2756.3867,37.8671591,127.7568638
26,퇴계주공4단지,2756.3867,37.85554301,127.7446165
26,퇴계주공1단지,2756.3867,37.85938654,127.7366718
26,칠전대우2차,2756.3867,37.84061322,127.7113229
26,"거두부영1,2단지(분양)",2756.3867,37.85503981,127.7535718
26,한일유엔아이,2756.3867,37.87993261,127.7631796
26,롯데인벤스우두파크,2756.3867,37.90052658,127.7314281
26,퇴계주공10차뜨란채,2756.3867,37.84900177,127.7451177
26,대우이안,2756.3867,37.85827265,127.7312201
26,근화신성미소지움,2756.3867,37.87187295,127.7189306
26,춘천더샾,2756.3867,37.88015323,127.7490846
26,사농현대,2756.3867,37.91242932,127.7237814
26,두산위브,2756.3867,37.88845623,127.7557302
26,이편한세상,2756.3867,37.88541523,127.7254304
26,장학해온채아파트,2756.3867,37.89761495,127.7523436
26,현진에버빌3차,2756.3867,37.87444532,127.7306184
26,일성트루엘더퍼스트,2756.3867,37.87712147,127.7458565
26,파크자이,2756.3867,37.86649064,127.7077562
26,우두lh2단지,2756.3867,37.91074641,127.7352604
27,후평주공4차,2751.083409,37.87615389,127.7557984
27,한신,2751.083409,37.87314449,127.7505217
27,주공8차(효자영구임대),2751.083409,37.86394816,127.7390557
27,세경3차,2751.083409,37.88591146,127.7449192
27,럭키,2751.083409,37.86544484,127.7162332
27,퇴계 금호2차(퇴계금호타운),2751.083409,37.84996907,127.7365734
27,한성 한진,2751.083409,37.85883842,127.7220109
27,그랜드,2751.083409,37.8671591,127.7568638
27,퇴계주공4단지,2751.083409,37.85554301,127.7446165
27,퇴계주공1단지,2751.083409,37.85938654,127.7366718
27,칠전대우2차,2751.083409,37.84061322,127.7113229
27,"거두부영1,2단지(분양)",2751.083409,37.85503981,127.7535718
27,한일유엔아이,2751.083409,37.87993261,127.7631796
27,롯데인벤스우두파크,2751.083409,37.90052658,127.7314281
27,퇴계주공10차뜨란채,2751.083409,37.84900177,127.7451177
27,대우이안,2751.083409,37.85827265,127.7312201
27,근화신성미소지움,2751.083409,37.87187295,127.7189306
27,춘천더샾,2751.083409,37.88015323,127.7490846
27,사농현대,2751.083409,37.91242932,127.7237814
27,두산위브,2751.083409,37.88845623,127.7557302
27,만천LH아파트,2751.083409,37.88318045,127.7590971
27,이편한세상,2751.083409,37.88541523,127.7254304
27,장학해온채아파트,2751.083409,37.89761495,127.7523436
27,현진에버빌3차,2751.083409,37.87444532,127.7306184
27,일성트루엘더퍼스트,2751.083409,37.87712147,127.7458565
27,파크자이,2751.083409,37.86649064,127.7077562
27,우두lh2단지,2751.083409,37.91074641,127.7352604
28,후평주공4차,2745.922454,37.87615389,127.7557984
28,한신,2745.922454,37.87314449,127.7505217
28,주공8차(효자영구임대),2745.922454,37.86394816,127.7390557
28,세경3차,2745.922454,37.88591146,127.7449192
28,럭키,2745.922454,37.86544484,127.7162332
28,퇴계 금호2차(퇴계금호타운),2745.922454,37.84996907,127.7365734
28,한성 한진,2745.922454,37.85883842,127.7220109
28,그랜드,2745.922454,37.8671591,127.7568638
28,소양현대,2745.922454,37.88891527,127.7264639
28,퇴계주공4단지,2745.922454,37.85554301,127.7446165
28,퇴계주공1단지,2745.922454,37.85938654,127.7366718
28,칠전대우2차,2745.922454,37.84061322,127.7113229
28,"거두부영1,2단지(분양)",2745.922454,37.85503981,127.7535718
28,한일유엔아이,2745.922454,37.87993261,127.7631796
28,롯데인벤스우두파크,2745.922454,37.90052658,127.7314281
28,퇴계주공10차뜨란채,2745.922454,37.84900177,127.7451177
28,대우이안,2745.922454,37.85827265,127.7312201
28,근화신성미소지움,2745.922454,37.87187295,127.7189306
28,춘천더샾,2745.922454,37.88015323,127.7490846
28,사농현대,2745.922454,37.91242932,127.7237814
28,두산위브,2745.922454,37.88845623,127.7557302
28,만천LH아파트,2745.922454,37.88318045,127.7590971
28,이편한세상,2745.922454,37.88541523,127.7254304
28,장학해온채아파트,2745.922454,37.89761495,127.7523436
28,현진에버빌3차,2745.922454,37.87444532,127.7306184
28,일성트루엘더퍼스트,2745.922454,37.87712147,127.7458565
28,파크자이,2745.922454,37.86649064,127.7077562
28,우두lh2단지,2745.922454,37.91074641,127.7352604
29,후평주공4차,2741.565601,37.87615389,127.7557984
29,한신,2741.565601,37.87314449,127.7505217
29,주공8차(효자영구임대),2741.565601,37.86394816,127.7390557
29,세경3차,2741.565601,37.88591146,127.7449192
29,럭키,2741.565601,37.86544484,127.7162332
29,퇴계 금호2차(퇴계금호타운),2741.565601,37.84996907,127.7365734
29,한성 한진,2741.565601,37.85883842,127.7220109
29,그랜드,2741.565601,37.8671591,127.7568638
29,소양현대,2741.565601,37.88891527,127.7264639
29,퇴계주공4단지,2741.565601,37.85554301,127.7446165
29,퇴계주공1단지,2741.565601,37.85938654,127.7366718
29,칠전대우2차,2741.565601,37.84061322,127.7113229
29,"거두부영1,2단지(분양)",2741.565601,37.85503981,127.7535718
29,한일유엔아이,2741.565601,37.87993261,127.7631796
29,롯데인벤스우두파크,2741.565601,37.90052658,127.7314281
29,퇴계주공10차뜨란채,2741.565601,37.84900177,127.7451177
29,강변코아루,2741.565601,37.89680549,127.7356781
29,대우이안,2741.565601,37.85827265,127.7312201
29,근화신성미소지움,2741.565601,37.87187295,127.7189306
29,춘천더샾,2741.565601,37.88015323,127.7490846
29,사농현대,2741.565601,37.91242932,127.7237814
29,두산위브,2741.565601,37.88845623,127.7557302
29,만천LH아파트,2741.565601,37.88318045,127.7590971
29,이편한세상,2741.565601,37.88541523,127.7254304
29,장학해온채아파트,2741.565601,37.89761495,127.7523436
29,현진에버빌3차,2741.565601,37.87444532,127.7306184
29,일성트루엘더퍼스트,2741.565601,37.87712147,127.7458565
29,파크자이,2741.565601,37.86649064,127.7077562
29,우두lh2단지,2741.565601,37.91074641,127.7352604
30,후평주공4차,2737.240856,37.87615389,127.7557984
30,한신,2737.240856,37.87314449,127.7505217
30,주공8차(효자영구임대),2737.240856,37.86394816,127.7390557
30,세경3차,2737.240856,37.88591146,127.7449192
30,럭키,2737.240856,37.86544484,127.7162332
30,퇴계 금호2차(퇴계금호타운),2737.240856,37.84996907,127.7365734
30,한성 한진,2737.240856,37.85883842,127.7220109
30,그랜드,2737.240856,37.8671591,127.7568638
30,소양현대,2737.240856,37.88891527,127.7264639
30,퇴계주공4단지,2737.240856,37.85554301,127.7446165
30,퇴계주공1단지,2737.240856,37.85938654,127.7366718
30,칠전대우2차,2737.240856,37.84061322,127.7113229
30,휴먼타운(퇴계주공5단지),2737.240856,37.85367913,127.7384412
